 ;dat/dat  22-JAN-2013 AT 10:43:24  doc_shuffle_1.dat
    1 4   7.0000    7.0000    0.0000    0.0000     
    2 4   3.0000    3.0000    0.0000    0.0000     
    3 4   8.0000    8.0000    0.0000    0.0000     
    4 4   5.0000    5.0000    0.0000    0.0000     
    5 4   1.0000    1.0000    0.0000    0.0000     
    6 4   10.000    10.000    0.0000    0.0000     
    7 4   6.0000    6.0000    0.0000    0.0000     
    8 4   2.0000    2.0000    0.0000    0.0000     
    9 4   4.0000    4.0000    0.0000    0.0000     
   10 4   9.0000    9.0000    0.0000    0.0000     
