 ; dat/dat  16-Sep-96 AT 09:52 savsortdoc.dat                             
   41 2  41.000       42.00    
   41 2  42.000       42.00    
   41 2  43.000       42.00    
   42 2  42.000       43.00    
   43 2  43.000       44.00    
   44 2  53.000       44.00    
   45 2  63.000       44.00    
   46 2  48.000       44.00    
   88 2  88.000       89.00    
   89 2  89.000       90.00    
   98 2  98.000       99.00    
   99 2  99.000      100.00    
  100 2  100.00      101.00    
  101 2  101.00      102.00    
  102 2  102.00      103.00    
  103 2  103.00      104.00    
  104 2  104.00      105.00    
  108 2  108.00      109.00    
  109 2  109.00      110.00    
  110 2  110.00      111.00    
  111 2  111.00      112.00    
  112 2  112.00      113.00    
    2 2  2.0000       33.00    
    3 2  3.0000       84.00    
    8 2  9.0000      110.00    
   10 2  10.000      211.00    
   11 2  11.000      212.00    
   12 2  12.000       13.00    
   13 2  13.000       14.00    
   21 2  31.000      222.00    
   22 2  32.000      223.00    
   23 2  23.000      224.00    
   24 2  24.000      225.00    
   36 2  36.000      237.00    
   37 2  37.000      238.00    
   38 2  38.000       39.00    
   39 2  39.000       40.00    
   40 2  40.000       41.00    

