 ;spi/dat   20-FEB-2014 AT 14:22:25   docshuffle.dat
    1 4   9.00000       9.00000       9.00000       9.00000     
    2 4   7.00000       7.00000       7.00000       7.00000     
    3 4   1.00000       1.00000       1.00000       1.00000     
    4 4   10.0000       10.0000       10.0000       10.0000     
    5 4   4.00000       4.00000       4.00000       4.00000     
    6 4   2.00000       2.00000       2.00000       2.00000     
    7 4   8.00000       8.00000       8.00000       8.00000     
    8 4   6.00000       6.00000       6.00000       6.00000     
    9 4   3.00000       3.00000       3.00000       3.00000     
   10 4   5.00000       5.00000       5.00000       5.00000     
