 ;spi/dat   10-SEP-2012 AT 11:38:29   output/apsara_rasa_doc_003.dat
    1 4   1.00000       300.938     -0.544745      0.326326     
    2 4   2.00000       271.407     -0.544745      0.375417     
    3 4   3.00000       240.469     -0.544745      0.326326     
    4 4   4.00000       210.938     -0.544745      0.326326     
    5 4   5.00000       180.000     -0.544745      0.326326     
    6 4   6.00000       150.469     -0.544745      0.326326     
    7 4   7.00000       120.938     -0.544745      0.326326     
    8 4   8.00000       91.4070     -0.544745      0.375417     
    9 4   9.00000       60.4690     -0.544745      0.326326     
   10 4   10.0000       30.9380     -0.544745      0.326326     
   11 4   11.0000       358.594     -0.561536      0.339608     
   12 4   12.0000       327.656     -0.536999      0.339909     
   13 4   13.0000       298.125     -0.536999      0.339909     
   14 4   14.0000       268.594     -0.536999      0.339909     
   15 4   15.0000       237.656     -0.536999      0.339909     
   16 4   16.0000       208.125     -0.536999      0.339909     
   17 4   17.0000       178.594     -0.561536      0.339608     
   18 4   18.0000       147.656     -0.536999      0.339909     
   19 4   19.0000       118.125     -0.536999      0.339909     
   20 4   20.0000       88.5940     -0.536999      0.339909     
   21 4   21.0000       60.4690     -0.536999      0.339909     
   22 4   22.0000       30.9380     -0.536999      0.339909     
   23 4   23.0000       0.00000     -0.536999      0.339909     
   24 4   24.0000       330.469     -0.536999      0.339909     
   25 4   25.0000       300.938     -0.536999      0.339909     
   26 4   26.0000       270.000     -0.536999      0.339909     
   27 4   27.0000       240.469     -0.536999      0.339909     
   28 4   28.0000       210.938     -0.536999      0.339909     
   29 4   29.0000       180.000     -0.536999      0.339909     
   30 4   30.0000       150.469     -0.536999      0.339909     
   31 4   31.0000       116.719      0.430417       1.35056     
   32 4   32.0000       85.7820      0.430417       1.35056     
   33 4   33.0000       56.2500      0.430417       1.35056     
   34 4   34.0000       26.7188     -7.930919E-02   1.24652     
   35 4   35.0000       355.781      0.389432       1.33720     
   36 4   36.0000       326.250      0.294471      0.895484     
   37 4   37.0000       296.719      0.430417       1.35056     
   38 4   38.0000       265.782      0.430417       1.35056     
   39 4   39.0000       236.250      0.430417       1.35056     
   40 4   40.0000       206.719     -7.930919E-02   1.24652     
