 ;spi/dat   10-SEP-2012 AT 11:38:30   output/apsara_rasa_doc_004.dat
    1 4   1.00000       300.938     -0.311755      8.885348E-02 
    2 4   2.00000       271.407     -0.311755      0.137944     
    3 4   3.00000       240.469     -0.311755      8.885348E-02 
    4 4   4.00000       210.938     -0.311755      8.885348E-02 
    5 4   5.00000       181.406     -0.303582      0.102124     
    6 4   6.00000       150.469     -0.311755      8.885348E-02 
    7 4   7.00000       120.938     -0.311755      8.885348E-02 
    8 4   8.00000       91.4070     -0.311755      0.137944     
    9 4   9.00000       60.4690     -0.311755      8.885348E-02 
   10 4   10.0000       30.9380     -0.311755      8.885348E-02 
   11 4   11.0000       358.594     -0.328546       1.10214     
   12 4   12.0000       327.656     -0.304009       1.10244     
   13 4   13.0000       298.125     -0.304009       1.10244     
   14 4   14.0000       268.594     -0.304009       1.10244     
   15 4   15.0000       237.656     -0.304009       1.10244     
   16 4   16.0000       208.125     -0.304009       1.10244     
   17 4   17.0000       178.594     -0.328546       1.10214     
   18 4   18.0000       147.656     -0.304009       1.10244     
   19 4   19.0000       118.125     -0.304009       1.10244     
   20 4   20.0000       88.5940     -0.304009       1.10244     
   21 4   21.0000       60.4690     -0.304009      0.102436     
   22 4   22.0000       30.9380     -0.304009      0.102436     
   23 4   23.0000       0.00000     -0.304009      0.102436     
   24 4   24.0000       330.469     -0.304009      0.102436     
   25 4   25.0000       300.938     -0.304009      0.102436     
   26 4   26.0000       270.000     -0.304009      0.102436     
   27 4   27.0000       240.469     -0.304009      0.102436     
   28 4   28.0000       210.938     -0.304009      0.102436     
   29 4   29.0000       180.000     -0.304009      0.102436     
   30 4   30.0000       150.469     -0.304009      0.102436     
   31 4   31.0000       115.313     -0.369861       1.12324     
   32 4   32.0000       84.3760     -0.369861       1.12324     
   33 4   33.0000       54.8440     -0.369861       1.12324     
   34 4   34.0000       25.3128     -0.876881       1.00673     
   35 4   35.0000       354.375     -0.410506       1.10888     
   36 4   36.0000       324.844     -0.494600      0.664967     
   37 4   37.0000       295.313     -0.369861       1.12324     
   38 4   38.0000       264.376     -0.369861       1.12324     
   39 4   39.0000       234.844     -0.369861       1.12324     
   40 4   40.0000       205.313      0.123119       1.00673     
