 ;tom/dat   08-DEC-2004 AT 15:47:09   sel003.dat
    1 1   1.0000     
    2 1   2.0000     
    3 1   3.0000     
    4 1   4.0000     
    5 1   5.0000     
    6 1   6.0000     
    7 1   7.0000     
    8 1   8.0000     
    9 1   9.0000     
   10 1   10.000     
   11 1   11.000     
   12 1   12.000     
   13 1   13.000     
   14 1   14.000     
   15 1   15.000     
   16 1   16.000     
   17 1   17.000     
   18 1   18.000     
   19 1   19.000     
   20 1   20.000     
   21 1   21.000     
   22 1   22.000     
   23 1   23.000     
   24 1   24.000     
   25 1   25.000     
   26 1   26.000     
   27 1   27.000     
   28 1   28.000     
   29 1   29.000     
   30 1   30.000     
   31 1   31.000     
   32 1   32.000     
   33 1   33.000     
   34 1   34.000     
   35 1   35.000     
   36 1   36.000     
   37 1   37.000     
   38 1   38.000     
   39 1   39.000     
   40 1   40.000     
   41 1   41.000     
   42 1   42.000     
   43 1   43.000     
   44 1   44.000     
   45 1   45.000     
   46 1   46.000     
   47 1   47.000     
   48 1   48.000     
   49 1   49.000     
   50 1   50.000     
   51 1   51.000     
   52 1   52.000     
   53 1   53.000     
   54 1   54.000     
   55 1   55.000     
   56 1   56.000     
   57 1   57.000     
   58 1   58.000     
   59 1   59.000     
   60 1   60.000     
   61 1   61.000     
   62 1   62.000     
   63 1   63.000     
   64 1   64.000     
   65 1   65.000     
   66 1   66.000     
   67 1   67.000     
   68 1   68.000     
   69 1   69.000     
   70 1   70.000     
   71 1   71.000     
   72 1   72.000     
   73 1   73.000     
   74 1   74.000     
   75 1   75.000     
   76 1   76.000     
   77 1   77.000     
   78 1   78.000     
   79 1   79.000     
   80 1   80.000     
   81 1   81.000     
   82 1   82.000     
   83 1   83.000     
   84 1   84.000     
   85 1   85.000     
   86 1   86.000     
   87 1   87.000     
   88 1   88.000     
   89 1   89.000     
   90 1   90.000     
   91 1   91.000     
   92 1   92.000     
   93 1   93.000     
   94 1   94.000     
   95 1   95.000     
   96 1   96.000     
   97 1   97.000     
   98 1   98.000     
   99 1   99.000     
  100 1   100.00     
  101 1   101.00     
  102 1   102.00     
  103 1   103.00     
  104 1   104.00     
  105 1   105.00     
  106 1   106.00     
  107 1   107.00     
  108 1   108.00     
  109 1   109.00     
  110 1   110.00     
  111 1   111.00     
  112 1   112.00     
  113 1   113.00     
  114 1   114.00     
  115 1   115.00     
  116 1   116.00     
  117 1   117.00     
  118 1   118.00     
  119 1   119.00     
  120 1   120.00     
  121 1   121.00     
  122 1   122.00     
